sentence_id,sentence,case_marker_score,num_case_markers,score_diff_from_ref,is_reference
file-andhe_ki_lathi-1507111038__103.0,इतना सुनते ही भीखनरायन आंसू पोंछते हुये बोले बेटा कुछ भी ठीक नहीं है । ,0.0,0,0.0,True
file-andhe_ki_lathi-1507111038__103.1,इतना सुनते ही भीखनरायन आंसू पोंछते हुये बोले बेटा ठीक कुछ भी नहीं है । ,0.0,0,0.0,False
file-andhe_ki_lathi-1507111038__103.2,इतना सुनते ही भीखनरायन आंसू पोंछते हुये बोले कुछ भी बेटा ठीक नहीं है । ,0.0,0,0.0,False
file-andhe_ki_lathi-1507111038__103.3,इतना सुनते ही भीखनरायन आंसू पोंछते हुये बोले कुछ भी ठीक बेटा नहीं है । ,0.0,0,0.0,False
file-andhe_ki_lathi-1507111038__103.4,इतना सुनते ही भीखनरायन आंसू पोंछते हुये बोले ठीक बेटा कुछ भी नहीं है । ,0.0,0,0.0,False
file-andhe_ki_lathi-1507111038__103.5,इतना सुनते ही भीखनरायन आंसू पोंछते हुये बोले ठीक कुछ भी बेटा नहीं है । ,0.0,0,0.0,False
file-andhe_ki_lathi-1507111038__104.0,ठीक होता तो यहां आता ? ,0.0,0,0.0,True
file-andhe_ki_lathi-1507111038__104.1,ठीक यहां तो होता आता ? ,0.0,0,0.0,False
file-andhe_ki_lathi-1507111038__105.0,श्रीधर - दादा क्या कह रहे हो ? ,0.0,0,0.0,True
file-andhe_ki_lathi-1507111038__105.1,श्रीधर - क्या दादा कह रहे हो ? ,0.0,0,0.0,False
file-andhe_ki_lathi-1507111038__110.0,धूलीचन्द - पहले तो तुम्हारे दादा जी ने तुम्हारे बाप के साथ धोखा किया अब भीखनरायन भईया के साथ दमाद प्रभु ने । ,-1.9231296976420298,4,0.0,True
file-andhe_ki_lathi-1507111038__110.1,धूलीचन्द - पहले तो तुम्हारे दादा जी ने तुम्हारे बाप के साथ धोखा किया अब प्रभु ने दमाद भीखनरायन भईया के साथ । ,-1.8504292599493404,4,0.07270043769268941,False
file-andhe_ki_lathi-1507111038__110.2,धूलीचन्द - पहले तो तुम्हारे दादा जी ने तुम्हारे बाप के साथ धोखा किया भीखनरायन भईया के साथ अब दमाद प्रभु ने । ,-1.8782151816886377,4,0.04491451595339213,False
file-andhe_ki_lathi-1507111038__110.3,धूलीचन्द - पहले तो तुम्हारे दादा जी ने तुम्हारे बाप के साथ धोखा किया भीखनरायन भईया के साथ प्रभु ने दमाद अब । ,-1.9231296976420296,4,2.220446049250313e-16,False
file-andhe_ki_lathi-1507111038__110.4,धूलीचन्द - पहले तो तुम्हारे दादा जी ने तुम्हारे बाप के साथ धोखा किया प्रभु ने अब दमाद भीखनरायन भईया के साथ । ,-1.8103252844141722,4,0.11280441322785761,False
file-andhe_ki_lathi-1507111038__110.5,धूलीचन्द - पहले तो तुम्हारे दादा जी ने तुम्हारे बाप के साथ धोखा किया प्रभु ने भीखनरायन भईया के साथ दमाद अब । ,-1.8504292599493404,4,0.07270043769268941,False
file-andhe_ki_lathi-1507111038__113.0,श्रीबाबू - दादा ये तो होना ही था । ,0.0,0,0.0,True
file-andhe_ki_lathi-1507111038__113.1,श्रीबाबू - ये तो दादा होना ही था । ,0.0,0,0.0,False
file-andhe_ki_lathi-1507111038__114.0,किसी की लुट जाती है किसी की छुट जाती है पर तुम्हारे लुटेरे को सजा दिलवा कर रहूंगा । ,-2.311253974373361,4,0.0,True
file-andhe_ki_lathi-1507111038__114.1,किसी की लुट जाती है किसी की छुट जाती है पर तुम्हारे सजा लुटेरे को दिलवा कर रहूंगा । ,-2.2779206410400272,4,0.03333333333333366,False
file-andhe_ki_lathi-1507111038__115.0,श्रीधर - भाई श्रीबाबू सजा देना कचहरी का काम है । ,0.0,1,0.0,True
file-andhe_ki_lathi-1507111038__115.1,श्रीधर - भाई श्रीबाबू सजा काम कचहरी का देना है । ,0.0,1,0.0,False
file-andhe_ki_lathi-1507111038__116.0,हां न्याय के लिये गुहार तो करना होगा । ,0.0,1,0.0,True
file-andhe_ki_lathi-1507111038__116.1,हां गुहार तो न्याय के लिये करना होगा । ,0.0,1,0.0,False
file-andhe_ki_lathi-1507111038__116.2,न्याय के लिये हां गुहार तो करना होगा । ,0.0,1,0.0,False
file-andhe_ki_lathi-1507111038__116.3,न्याय के लिये गुहार तो हां करना होगा । ,0.0,1,0.0,False
file-andhe_ki_lathi-1507111038__116.4,गुहार तो हां न्याय के लिये करना होगा । ,0.0,1,0.0,False
file-andhe_ki_lathi-1507111038__116.5,गुहार तो न्याय के लिये हां करना होगा । ,0.0,1,0.0,False
file-andhe_ki_lathi-1507111038__117.0,भीखनरायन - बेटा बिन्द्राबाजार थाने में अर्जी दे चुका हूं प्रभु की हेराफेरी की । ,-1.9083771561712222,3,0.0,True
file-andhe_ki_lathi-1507111038__117.1,भीखनरायन - बेटा अर्जी बिन्द्राबाजार थाने में दे चुका हूं प्रभु की हेराफेरी की । ,-1.8583771561712221,3,0.050000000000000044,False
file-andhe_ki_lathi-1507111038__117.2,भीखनरायन - बिन्द्राबाजार थाने में बेटा अर्जी दे चुका हूं प्रभु की हेराफेरी की । ,-1.9583771561712222,3,-0.050000000000000044,False
file-andhe_ki_lathi-1507111038__117.3,भीखनरायन - बिन्द्राबाजार थाने में अर्जी बेटा दे चुका हूं प्रभु की हेराफेरी की । ,-1.9583771561712222,3,-0.050000000000000044,False
file-andhe_ki_lathi-1507111038__117.4,भीखनरायन - अर्जी बेटा बिन्द्राबाजार थाने में दे चुका हूं प्रभु की हेराफेरी की । ,-1.8583771561712221,3,0.050000000000000044,False
file-andhe_ki_lathi-1507111038__117.5,भीखनरायन - अर्जी बिन्द्राबाजार थाने में बेटा दे चुका हूं प्रभु की हेराफेरी की । ,-1.9083771561712222,3,0.0,False
file-andhe_ki_lathi-1507111038__118.0,थानेदार ने कहा था जालसाज प्रभु कानून से नहीं बच पायेगा । ,-2.5205434390648436,2,0.0,True
file-andhe_ki_lathi-1507111038__118.1,थानेदार ने कहा था कानून से जालसाज प्रभु नहीं बच पायेगा । ,-2.381348208066334,2,0.1391952309985096,False
file-andhe_ki_lathi-1507111038__119.0,रकम भी वापस मिल जायेगी । ,0.0,0,0.0,True
file-andhe_ki_lathi-1507111038__119.1,वापस रकम भी मिल जायेगी । ,0.0,0,0.0,False
file-andhe_ki_lathi-1507111038__123.0,मुझे डर है कि कभी मेरा गला दबा कर भईया की तरह मुझे भी पेड़ पर लटकाकर आत्महत्या का इल्जाम मेरे ही माथे न मढ दे । ,-2.5590819951212653,3,0.0,True
file-andhe_ki_lathi-1507111038__123.1,मुझे डर है कि कभी मेरा गला दबा कर भईया की तरह मुझे भी पेड़ पर लटकाकर आत्महत्या का माथे मेरे ही इल्जाम न मढ दे । ,-2.5590819951212653,3,0.0,False
file-andhe_ki_lathi-1507111038__123.2,मुझे डर है कि कभी मेरा गला दबा कर भईया की तरह मुझे भी पेड़ पर इल्जाम आत्महत्या का लटकाकर मेरे ही माथे न मढ दे । ,-2.5590819951212653,3,0.0,False
file-andhe_ki_lathi-1507111038__123.3,मुझे डर है कि कभी मेरा गला दबा कर भईया की तरह मुझे भी पेड़ पर इल्जाम आत्महत्या का माथे मेरे ही लटकाकर न मढ दे । ,-2.5590819951212653,3,0.0,False
file-andhe_ki_lathi-1507111038__123.4,मुझे डर है कि कभी मेरा गला दबा कर भईया की तरह मुझे भी पेड़ पर माथे आत्महत्या का लटकाकर मेरे ही इल्जाम न मढ दे । ,-2.5590819951212653,3,0.0,False
file-andhe_ki_lathi-1507111038__123.5,मुझे डर है कि कभी मेरा गला दबा कर भईया की तरह मुझे भी पेड़ पर माथे आत्महत्या का इल्जाम मेरे ही लटकाकर न मढ दे । ,-2.5590819951212653,3,0.0,False
file-andhe_ki_lathi-1507111038__124.0,श्रीबाबू - दादा फिर से पुलिस में शिकायत दर्ज करवायेंगे । ,-2.216001844879875,2,0.0,True
file-andhe_ki_lathi-1507111038__124.1,श्रीबाबू - दादा फिर से पुलिस में दर्ज शिकायत करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.2,श्रीबाबू - दादा फिर से शिकायत पुलिस में दर्ज करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.3,श्रीबाबू - दादा फिर से शिकायत दर्ज पुलिस में करवायेंगे । ,-2.0160018448798747,2,0.20000000000000018,False
file-andhe_ki_lathi-1507111038__124.4,श्रीबाबू - दादा फिर से दर्ज पुलिस में शिकायत करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.5,श्रीबाबू - दादा फिर से दर्ज शिकायत पुलिस में करवायेंगे । ,-2.0160018448798747,2,0.20000000000000018,False
file-andhe_ki_lathi-1507111038__124.6,श्रीबाबू - दादा पुलिस में फिर से शिकायत दर्ज करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.7,श्रीबाबू - दादा पुलिस में फिर से दर्ज शिकायत करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.8,श्रीबाबू - दादा पुलिस में शिकायत फिर से दर्ज करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.9,श्रीबाबू - दादा पुलिस में शिकायत दर्ज फिर से करवायेंगे । ,-2.35044614555217,2,-0.1344443006722953,False
file-andhe_ki_lathi-1507111038__124.10,श्रीबाबू - दादा पुलिस में दर्ज फिर से शिकायत करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.11,श्रीबाबू - दादा पुलिस में दर्ज शिकायत फिर से करवायेंगे । ,-2.35044614555217,2,-0.1344443006722953,False
file-andhe_ki_lathi-1507111038__124.12,श्रीबाबू - दादा शिकायत फिर से पुलिस में दर्ज करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.13,श्रीबाबू - दादा शिकायत फिर से दर्ज पुलिस में करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.14,श्रीबाबू - दादा शिकायत पुलिस में फिर से दर्ज करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.15,श्रीबाबू - दादा शिकायत पुलिस में दर्ज फिर से करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.16,श्रीबाबू - दादा शिकायत दर्ज फिर से पुलिस में करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.17,श्रीबाबू - दादा शिकायत दर्ज पुलिस में फिर से करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.18,श्रीबाबू - दादा दर्ज फिर से पुलिस में शिकायत करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.19,श्रीबाबू - दादा दर्ज फिर से शिकायत पुलिस में करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.20,श्रीबाबू - दादा दर्ज पुलिस में फिर से शिकायत करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.21,श्रीबाबू - दादा दर्ज पुलिस में शिकायत फिर से करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.22,श्रीबाबू - दादा दर्ज शिकायत फिर से पुलिस में करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.23,श्रीबाबू - दादा दर्ज शिकायत पुलिस में फिर से करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.24,श्रीबाबू - फिर से दादा पुलिस में शिकायत दर्ज करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.25,श्रीबाबू - फिर से दादा पुलिस में दर्ज शिकायत करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.26,श्रीबाबू - फिर से दादा शिकायत पुलिस में दर्ज करवायेंगे । ,-2.0160018448798747,2,0.20000000000000018,False
file-andhe_ki_lathi-1507111038__124.27,श्रीबाबू - फिर से दादा शिकायत दर्ज पुलिस में करवायेंगे । ,-1.9160018448798748,2,0.30000000000000004,False
file-andhe_ki_lathi-1507111038__124.28,श्रीबाबू - फिर से दादा दर्ज पुलिस में शिकायत करवायेंगे । ,-2.0160018448798747,2,0.20000000000000018,False
file-andhe_ki_lathi-1507111038__124.29,श्रीबाबू - फिर से दादा दर्ज शिकायत पुलिस में करवायेंगे । ,-1.9160018448798748,2,0.30000000000000004,False
file-andhe_ki_lathi-1507111038__124.30,श्रीबाबू - फिर से पुलिस में दादा शिकायत दर्ज करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.31,श्रीबाबू - फिर से पुलिस में दादा दर्ज शिकायत करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.32,श्रीबाबू - फिर से पुलिस में शिकायत दादा दर्ज करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.33,श्रीबाबू - फिर से पुलिस में शिकायत दर्ज दादा करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.34,श्रीबाबू - फिर से पुलिस में दर्ज दादा शिकायत करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.35,श्रीबाबू - फिर से पुलिस में दर्ज शिकायत दादा करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.36,श्रीबाबू - फिर से शिकायत दादा पुलिस में दर्ज करवायेंगे । ,-2.0160018448798747,2,0.20000000000000018,False
file-andhe_ki_lathi-1507111038__124.37,श्रीबाबू - फिर से शिकायत दादा दर्ज पुलिस में करवायेंगे । ,-1.9160018448798748,2,0.30000000000000004,False
file-andhe_ki_lathi-1507111038__124.38,श्रीबाबू - फिर से शिकायत पुलिस में दादा दर्ज करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.39,श्रीबाबू - फिर से शिकायत पुलिस में दर्ज दादा करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.40,श्रीबाबू - फिर से शिकायत दर्ज दादा पुलिस में करवायेंगे । ,-1.9160018448798748,2,0.30000000000000004,False
file-andhe_ki_lathi-1507111038__124.41,श्रीबाबू - फिर से शिकायत दर्ज पुलिस में दादा करवायेंगे । ,-2.0160018448798747,2,0.20000000000000018,False
file-andhe_ki_lathi-1507111038__124.42,श्रीबाबू - फिर से दर्ज दादा पुलिस में शिकायत करवायेंगे । ,-2.0160018448798747,2,0.20000000000000018,False
file-andhe_ki_lathi-1507111038__124.43,श्रीबाबू - फिर से दर्ज दादा शिकायत पुलिस में करवायेंगे । ,-1.9160018448798748,2,0.30000000000000004,False
file-andhe_ki_lathi-1507111038__124.44,श्रीबाबू - फिर से दर्ज पुलिस में दादा शिकायत करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.45,श्रीबाबू - फिर से दर्ज पुलिस में शिकायत दादा करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.46,श्रीबाबू - फिर से दर्ज शिकायत दादा पुलिस में करवायेंगे । ,-1.9160018448798748,2,0.30000000000000004,False
file-andhe_ki_lathi-1507111038__124.47,श्रीबाबू - फिर से दर्ज शिकायत पुलिस में दादा करवायेंगे । ,-2.0160018448798747,2,0.20000000000000018,False
file-andhe_ki_lathi-1507111038__124.48,श्रीबाबू - पुलिस में दादा फिर से शिकायत दर्ज करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.49,श्रीबाबू - पुलिस में दादा फिर से दर्ज शिकायत करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.50,श्रीबाबू - पुलिस में दादा शिकायत फिर से दर्ज करवायेंगे । ,-2.35044614555217,2,-0.1344443006722953,False
file-andhe_ki_lathi-1507111038__124.51,श्रीबाबू - पुलिस में दादा शिकायत दर्ज फिर से करवायेंगे । ,-2.3870253059546216,2,-0.17102346107474675,False
file-andhe_ki_lathi-1507111038__124.52,श्रीबाबू - पुलिस में दादा दर्ज फिर से शिकायत करवायेंगे । ,-2.35044614555217,2,-0.1344443006722953,False
file-andhe_ki_lathi-1507111038__124.53,श्रीबाबू - पुलिस में दादा दर्ज शिकायत फिर से करवायेंगे । ,-2.3870253059546216,2,-0.17102346107474675,False
file-andhe_ki_lathi-1507111038__124.54,श्रीबाबू - पुलिस में फिर से दादा शिकायत दर्ज करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.55,श्रीबाबू - पुलिस में फिर से दादा दर्ज शिकायत करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.56,श्रीबाबू - पुलिस में फिर से शिकायत दादा दर्ज करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.57,श्रीबाबू - पुलिस में फिर से शिकायत दर्ज दादा करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.58,श्रीबाबू - पुलिस में फिर से दर्ज दादा शिकायत करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.59,श्रीबाबू - पुलिस में फिर से दर्ज शिकायत दादा करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.60,श्रीबाबू - पुलिस में शिकायत दादा फिर से दर्ज करवायेंगे । ,-2.35044614555217,2,-0.1344443006722953,False
file-andhe_ki_lathi-1507111038__124.61,श्रीबाबू - पुलिस में शिकायत दादा दर्ज फिर से करवायेंगे । ,-2.3870253059546216,2,-0.17102346107474675,False
file-andhe_ki_lathi-1507111038__124.62,श्रीबाबू - पुलिस में शिकायत फिर से दादा दर्ज करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.63,श्रीबाबू - पुलिस में शिकायत फिर से दर्ज दादा करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.64,श्रीबाबू - पुलिस में शिकायत दर्ज दादा फिर से करवायेंगे । ,-2.3870253059546216,2,-0.17102346107474675,False
file-andhe_ki_lathi-1507111038__124.65,श्रीबाबू - पुलिस में शिकायत दर्ज फिर से दादा करवायेंगे । ,-2.35044614555217,2,-0.1344443006722953,False
file-andhe_ki_lathi-1507111038__124.66,श्रीबाबू - पुलिस में दर्ज दादा फिर से शिकायत करवायेंगे । ,-2.35044614555217,2,-0.1344443006722953,False
file-andhe_ki_lathi-1507111038__124.67,श्रीबाबू - पुलिस में दर्ज दादा शिकायत फिर से करवायेंगे । ,-2.3870253059546216,2,-0.17102346107474675,False
file-andhe_ki_lathi-1507111038__124.68,श्रीबाबू - पुलिस में दर्ज फिर से दादा शिकायत करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.69,श्रीबाबू - पुलिस में दर्ज फिर से शिकायत दादा करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.70,श्रीबाबू - पुलिस में दर्ज शिकायत दादा फिर से करवायेंगे । ,-2.3870253059546216,2,-0.17102346107474675,False
file-andhe_ki_lathi-1507111038__124.71,श्रीबाबू - पुलिस में दर्ज शिकायत फिर से दादा करवायेंगे । ,-2.35044614555217,2,-0.1344443006722953,False
file-andhe_ki_lathi-1507111038__124.72,श्रीबाबू - शिकायत दादा फिर से पुलिस में दर्ज करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.73,श्रीबाबू - शिकायत दादा फिर से दर्ज पुलिस में करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.74,श्रीबाबू - शिकायत दादा पुलिस में फिर से दर्ज करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.75,श्रीबाबू - शिकायत दादा पुलिस में दर्ज फिर से करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.76,श्रीबाबू - शिकायत दादा दर्ज फिर से पुलिस में करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.77,श्रीबाबू - शिकायत दादा दर्ज पुलिस में फिर से करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.78,श्रीबाबू - शिकायत फिर से दादा पुलिस में दर्ज करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.79,श्रीबाबू - शिकायत फिर से दादा दर्ज पुलिस में करवायेंगे । ,-2.0160018448798747,2,0.20000000000000018,False
file-andhe_ki_lathi-1507111038__124.80,श्रीबाबू - शिकायत फिर से पुलिस में दादा दर्ज करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.81,श्रीबाबू - शिकायत फिर से पुलिस में दर्ज दादा करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.82,श्रीबाबू - शिकायत फिर से दर्ज दादा पुलिस में करवायेंगे । ,-2.0160018448798747,2,0.20000000000000018,False
file-andhe_ki_lathi-1507111038__124.83,श्रीबाबू - शिकायत फिर से दर्ज पुलिस में दादा करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
file-andhe_ki_lathi-1507111038__124.84,श्रीबाबू - शिकायत पुलिस में दादा फिर से दर्ज करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.85,श्रीबाबू - शिकायत पुलिस में दादा दर्ज फिर से करवायेंगे । ,-2.35044614555217,2,-0.1344443006722953,False
file-andhe_ki_lathi-1507111038__124.86,श्रीबाबू - शिकायत पुलिस में फिर से दादा दर्ज करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.87,श्रीबाबू - शिकायत पुलिस में फिर से दर्ज दादा करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.88,श्रीबाबू - शिकायत पुलिस में दर्ज दादा फिर से करवायेंगे । ,-2.35044614555217,2,-0.1344443006722953,False
file-andhe_ki_lathi-1507111038__124.89,श्रीबाबू - शिकायत पुलिस में दर्ज फिर से दादा करवायेंगे । ,-2.4504461455521698,2,-0.23444430067229494,False
file-andhe_ki_lathi-1507111038__124.90,श्रीबाबू - शिकायत दर्ज दादा फिर से पुलिस में करवायेंगे । ,-2.216001844879875,2,0.0,False
file-andhe_ki_lathi-1507111038__124.91,श्रीबाबू - शिकायत दर्ज दादा पुलिस में फिर से करवायेंगे । ,-2.55044614555217,2,-0.334444300672295,False
file-andhe_ki_lathi-1507111038__124.92,श्रीबाबू - शिकायत दर्ज फिर से दादा पुलिस में करवायेंगे । ,-2.1160018448798747,2,0.10000000000000009,False
